layer,bulk_modulus,shear_modulus,density,vp,vs
core,246.67159591028755,22.64923867359082,6009.998881988911,6787.365088467262,1941.2863844478213
core,149.90228425377492,25.0231368193226,5423.382930955695,5813.0809193799905,2148.007237282016
core,281.62205088570926,11.761205267326847,6062.88333516712,7002.619367662006,1392.792146152328
core,294.98778492870366,19.873415589719702,5468.750736846919,7667.199201829459,1906.3041477981599
core,102.31980342664635,22.643520989341567,6128.08147476157,4650.117965184932,1922.249312097488
core,141.45696625602858,23.737694821607285,5125.95240220745,5811.2600990616265,2151.9490590011433
core,170.68904477283402,15.674541992510944,5050.92129992201,6158.845975148513,1761.6195810546676
core,127.01849556773809,6.8133638319740175,6750.940590716824,4490.055147864197,1004.6126612331303
core,236.7449294085452,26.548753924663224,6065.9641957760305,6698.057578176747,2092.050432680249
core,253.4686356655986,22.93739921154795,5794.634461896181,7001.414293461506,1989.5692690056692
core,205.31938133120326,26.87105035899337,5732.806510446036,6485.712504120293,2165.0038819956876
core,288.38055676097184,27.916967904255692,5251.345395642562,7874.24688509979,2305.6789340779383
core,293.95568023017427,29.77694209930809,5333.771651784343,7909.221481221082,2362.777566673779
core,294.385525238755,26.939511665773676,5603.666118330357,7677.527235048723,2192.5965883578183
core,179.70875575924825,15.223278190184423,6391.363972864977,5594.035736368435,1543.3247350538536
core,278.599709952901,25.407000103306917,5499.489733669215,7537.840333726167,2149.391350386699
core,178.60641767879662,15.292447002787563,5922.798636972424,5796.409614938201,1606.8487828941452
core,274.7629881551465,0.8896127763691353,5725.401464627043,6942.430630258025,394.1826758931157
core,239.71074078122285,21.63247497740726,5312.799986598752,7109.746442142753,2017.861582257553
core,284.532142137738,2.4703657795858316,5482.733711832703,7245.467398389972,671.246531591909
core,219.81794035471285,2.8123656745310255,6231.669018329478,5989.663159004293,671.7902632355575
core,297.737239943849,21.857982208041214,5325.976069466058,7834.21303694426,2025.841337382586
core,235.9418230721588,13.754563992075955,5523.990753382031,6784.700642724317,1577.963461233006
core,123.83585079564526,4.649994717895021,5999.120721645392,4655.729495823161,880.4048555184685
core,141.86924390641937,21.923362516898315,5125.688305398106,5777.625770020174,2068.12834097849
core,176.2185940290114,4.7367341654431705,6876.48676610864,5152.154343128164,829.9581619708011
core,105.21318524790047,21.3156667101189,6293.197171419305,4608.111036273581,1840.4066384534408
core,190.4565993762087,29.31134684066902,6948.228940256089,5747.653923052549,2053.907247426011
core,273.26933417154396,6.926651749535181,6134.337296292883,6786.238884680968,1062.6196695387132
core,120.09249200910735,20.033709611194357,5860.1263342140655,5005.1328599277085,1848.9586460791088
core,143.90274352511977,23.42234727308836,6188.64468418258,5319.681716855828,1945.4381741278642
core,136.72845842658194,18.106786732061604,5230.667128746986,5545.747909981782,1860.5534528736182
core,272.29252535111686,3.226935499234612,5401.208070634536,7156.10644302905,772.9469510175308
core,120.89216250096995,24.849929399225662,5194.536886750144,5445.311864568453,2187.2033495530823
core,180.2165581053438,15.254241558380437,5365.26750562327,6113.94670752903,1686.1632498832244
core,102.25000422808648,24.519303459495493,5295.03273212595,5048.238965411254,2151.8883768164687
core,270.21378168333877,10.279565416042287,5129.03326777021,7440.123335089228,1415.6947428055514
core,167.80352564023258,4.328554214436213,6364.729528005781,5222.200289962407,824.6723892606626
core,219.52160523703265,7.7230754670135235,6975.863183661208,5739.763856906572,1052.194826688526
core,266.3245275314289,25.101566494809248,6929.1338122127445,6577.660814523315,1903.3161748372256
core,248.76675254832895,11.573955929122514,6232.953652955358,6510.560579265563,1362.6802558480065
core,239.37506127985395,6.456778292943778,6597.621595706722,6130.815060651244,989.2686251640233
core,285.4030372964636,6.344065386729538,6036.84751313122,6976.9636079572065,1025.1294785824691
core,152.90456359100665,24.379281245235386,6219.794759574811,5459.826830159361,1979.805022689817
core,126.42601341231557,17.89281088136816,5087.457031611101,5435.064314457912,1875.3783960500116
core,241.52537483142947,22.73794879606223,6554.600809795258,6439.99701205163,1862.5267479937013
core,217.08604817825477,18.845652038172613,5419.792863829506,6685.0999333021155,1864.7226226508633
core,105.39035421759391,1.8905742779210022,5983.6080632618105,4246.699494767764,562.1022232618797
core,195.61365369253707,10.811607460030086,5648.364196609347,6097.873648288763,1383.514734905019
core,269.5868149867305,28.437514968150506,6008.147563103281,7154.095569486684,2175.582345803859
core,104.75542248523469,9.185368319170827,6772.679612941909,4156.401127181346,1164.5764995100915
core,259.99260166308613,25.106166253996285,5835.065619276471,7091.810570331349,2074.279752063484
core,200.45223739107092,9.907184079242896,6722.085877198181,5637.82290357077,1214.0123030446714
core,254.69973164010642,11.483757653898492,5086.078112775963,7286.174098893897,1502.6246067210736
core,127.59476770318656,17.702945531642797,6498.075177626081,4823.715170259577,1650.5565213507466
core,289.8182154222603,24.42049354271498,6380.487938039065,7108.146018446844,1956.3667473105324
core,288.1836040226344,16.879847687890422,5390.984649813119,7591.535673762365,1769.498562457406
core,138.00161573109202,16.049735590242815,6699.481889155705,4877.814390580727,1547.7946184431548
core,238.42736007484447,19.717575768910663,5140.945595036727,7175.791155293609,1958.4173827198651
core,228.70168800573964,4.697432353615062,6736.216974930088,5906.0006482607505,835.0687535126588
core,101.20862594354595,14.331390575202144,5592.796165663478,4638.197808999634,1600.7727044862029
core,281.4621169561526,23.535428654405248,6095.946928082142,7163.7829011761205,1964.900067758162
core,184.59543806203493,14.650925567712509,6571.382797865246,5573.461947327453,1493.1524379825617
core,260.7088686349528,9.003810889901073,6638.280845746449,6409.5252928068,1164.6230231415059
core,102.04130504829708,17.99402035939522,5181.167470764769,4932.066166312107,1863.5896451165006
core,211.35475636710694,11.585042271951453,6665.779176487316,5833.073924129992,1318.327617796919
core,113.76255447279526,22.07119595149603,5194.964236619054,5250.084586172388,2061.2072065179773
core,213.2306633285005,17.85558167193771,6924.6947392523025,5850.71262763122,1605.7823671195708
core,199.29881068514402,6.797622931836794,6062.457841774893,5862.531832289223,1058.8981008683495
core,298.187336467766,4.719009009022594,6288.497289239049,6958.33737678502,866.2673863991118
core,100.5082167407186,24.92040643387498,6077.031078700662,4691.130374735627,2025.031726857898
core,212.09108279959779,9.177908824587526,5061.242269967003,6657.535089020509,1346.614561182938
core,204.9609743933095,23.89619129418402,5221.590875627738,6734.573822249425,2139.256807768936
core,269.81146354662843,9.595404952189368,5341.977263554753,7273.4282974552,1340.2340156759296
core,259.85164911869384,17.19835925643325,6189.478205001683,6759.264979828069,1666.9266477513809
core,286.6675362890663,27.79979221066696,6477.258871772794,7069.659216507446,2071.691802754501
core,257.32188220086346,9.96837206626632,5981.795075230959,6726.026879638593,1290.9111570615796
core,168.05446998629486,19.60905509977925,6379.595805778295,5517.316438770419,1753.2011687605175
core,126.54664228129214,25.38345259808886,5085.465271159296,5615.9726467239125,2234.1380250797006
core,254.40799683296663,10.826196829358604,5192.379204655702,7195.584965991274,1443.9586555281398
core,119.02715667706866,18.559124042598288,6175.8210728530785,4824.927527899616,1733.5300912550492
core,296.71339791309185,15.321916146393002,6228.073310586991,7135.9277866005505,1568.4825183752728
core,243.67242271102097,1.775775868827486,6456.42142693861,6173.15289273438,524.4428151225364
core,236.54155566971107,19.94225413795303,5094.744614001335,7186.625047446685,1978.45380246855
core,188.15708688396046,11.590375452196168,5061.597692491298,6342.44518168044,1513.2299925289476
core,206.34658853895928,25.815594467073428,5056.8779372289355,6900.13502170191,2259.4348842729146
core,279.411927490371,8.093120222025217,6655.424343150335,6603.328298347316,1102.732363081887
core,171.3266822936477,29.03546150052587,5171.232026272619,6373.157405548451,2369.5580598470688
core,272.5430776082195,15.99754061711277,6972.813658050905,6491.961131739497,1514.685894698564
core,160.15382655814184,14.325318301054551,6139.879779814932,5403.246713629751,1527.468301696987
core,260.89580349807017,23.92168688159057,5723.999238514649,7152.030603030297,2044.307006363145
core,222.67662344236322,1.9770970901552043,6430.161591748431,5919.457999281203,554.501920892115
core,277.2748410734796,27.32330219983112,5285.030387644889,7704.3784248926895,2273.7507136754202
core,146.2127669501117,1.9053106715268475,5286.2882625793745,5304.661918428545,600.3540975672948
core,189.06602883826434,4.47435015427814,5513.4995037933995,5947.563354601128,900.8475757634261
core,134.03096659837468,3.2770649289406926,5514.858827474781,5009.581560190928,770.8596674231977
core,176.71232619976195,15.484672033997947,5584.646390271377,5944.7026886602835,1665.1492493068895
core,278.9949596759915,8.324610372978789,6665.300141848104,6597.202993151537,1117.5632257833265
core,240.87469175985268,22.774823579489727,6033.114945612821,6705.126367744688,1942.9280170706452
core,107.0549888985997,6.414212884176333,6638.889871603458,4172.965995515379,982.9330832940128
core,250.55752480259218,0.6476274635075174,6552.075686953698,6194.572585212942,314.3932229756307
core,274.7952830377795,20.197132533800836,6146.322434494854,7006.4468090944865,1812.746970165043
core,182.0233769555401,14.646306648193637,6015.811447900038,5788.235831167947,1560.3317777360742
core,173.61459987611818,4.0969507620444325,6303.3576805605035,5330.085466746453,806.2029750645537
core,140.12960191854773,29.446650371480786,6153.978491275513,5399.124096995399,2187.459207670154
core,144.678958475617,23.03915699802297,5103.737593623068,5862.298724143249,2124.6584432278332
core,236.14594397501017,4.619683364621717,6500.718193401115,6105.215325403807,842.9958468944402
core,183.2456882632749,13.743245962902265,6499.279319115833,5569.04034769118,1454.1595458056627
core,165.44012078363016,24.82494115846657,5270.6091583593625,6137.530296073119,2170.269703139161
core,114.52407393719437,3.398351932187521,6494.036776036401,4281.705872530159,723.3971680615846
core,190.11295197374514,5.096167526196993,5106.816194267829,6209.496588905735,998.9568623015394
core,111.72307956885163,19.14930849908082,5686.194905357522,4913.081775170918,1835.1251067635174
core,203.72462252615304,19.149714465438716,5693.13336831628,6345.796902770122,1834.0259338709668
core,142.41139660237292,19.366825761162676,5099.497666806838,5743.716141137765,1948.792160750099
core,156.63152031163378,11.524574498954465,6160.026071922499,5284.086801310023,1367.795512950131
core,284.5844556913097,13.767542421006437,6099.639849194958,7047.369768166713,1502.3672751756571
core,255.06615494932325,27.861954755175454,5197.531970404219,7498.130349195148,2315.2996527045616
core,257.83582715306386,1.7483804203764841,6060.25721364734,6552.100900797926,537.1213785668148
core,118.18438640052807,9.22770934515854,5401.957583848988,4914.843580593414,1306.987302602038
core,171.88053936154395,12.313372723378214,5772.687493911243,5711.290571061205,1460.4930313310547
core,153.64205752861497,7.658628492148281,6008.959477805933,5221.897057464778,1128.9530050088201
core,118.13132244246438,21.009912112303354,6877.142340531387,4609.855248622879,1747.865906506829
core,206.58971298953782,0.7572421318119638,5026.790234616238,6426.398215827367,388.125344828065
core,243.36720490893725,8.283381514223706,5502.462216603397,6799.704146045566,1226.94557222275
core,277.7135714146685,29.961994100414966,5950.466234019839,7306.472406308319,2243.9328658263444
core,174.7125530299649,11.9043892936769,6393.677536372307,5459.7037235052285,1364.5146280925019
core,148.2307215455533,15.602226648706853,6190.8323400936915,5225.310656270584,1587.5184083229208
core,240.90329240827498,12.538475529480694,5854.426817583145,6633.590508925,1463.457711947163
core,243.17202450725728,3.0748748422506966,5581.914338099189,6655.731015207967,742.2020301174579
core,150.29708503395213,1.3515493225071196,5863.92559063968,5092.947147502827,480.08896557501004
core,273.8077872306271,5.907386250564029,6022.67472700459,6838.905747303646,990.3825500244938
core,270.50402248725175,4.549078776627933,6080.900444315064,6744.009368357195,864.923669489289
core,273.06943675033614,17.142449423250554,6975.392743652184,6513.3925896588,1567.660825359275
core,209.50766744722367,12.945054299688785,6767.655478974966,5788.57300291918,1383.0338741465002
core,277.9774034027114,27.88832847436629,6264.493022940063,7092.9002079021,2109.931119241635
core,257.08187324699935,0.8728788129913656,6185.807156626153,6461.277162590928,375.64601647975053
core,215.68750604913595,18.411943065279218,6913.216058508528,5894.943800627879,1631.9608897411952
core,279.41056701871435,22.040748760668098,6910.522725765162,6684.700482287379,1785.9024057721308
core,188.84492815201173,19.299350987965116,6158.103424136368,5902.941730212112,1770.3040503040143
core,195.22204955476633,10.754222398560628,5457.579914815946,6196.624680375522,1403.74898377175
core,116.9002006046785,4.9433997960499445,6895.525816736359,4231.892852777424,846.6992464607268
core,127.37089180335147,29.262356968036954,5599.709710830199,5451.015522823771,2285.97720311731
core,211.20189510596992,3.8020025786066025,6423.991511599647,5802.256153511088,769.3141568035138
core,226.24377040850536,3.4942820224166216,6786.5647706074715,5832.968254607862,717.5529888321081
core,298.9301831173785,8.965522289977786,6976.917224700926,6675.2502084939515,1133.590015573431
core,129.21103364138597,21.556203984224037,6973.037872583156,4759.402463788367,1758.227750421113
core,158.51939548679206,5.077118861030908,5334.118086368529,5566.606406880398,975.6124920023249
core,264.89645380628303,4.871974085953777,6288.873493221819,6569.199133683087,880.1689738634732
core,157.98803442270747,10.799810863532558,5235.936710013762,5737.940587394233,1436.1866343878223
core,229.02727590721358,16.59651422123872,5389.687629716019,6826.37194633533,1754.7960310408146
core,132.5479481642453,26.41685497096,5124.09063884995,5722.019007621195,2270.55566906431
core,202.21608182596506,0.27084026534132,6455.947120978308,5601.64138626159,204.8220143886751
core,219.4032636164591,16.31895043278073,5874.490176417367,6407.213935241931,1666.7137593623236
core,154.01401555694986,9.392701345177795,5640.31820222793,5433.809023181134,1290.4567508648424
core,140.72581851357705,29.085111715473715,6530.261202722857,5242.931323006605,2110.4258203614927
core,258.46069077183154,17.025901486816686,5977.671666349008,6858.232447137005,1687.6758257179663
core,274.78134128891975,19.04073108228253,5210.5397471101605,7589.996054495284,1911.6151032939376
core,288.37242102105165,15.1511917509901,6849.198228625193,6712.1214230702535,1487.316957215096
core,223.6724311262716,14.84212455512205,6213.6615414072785,6259.530126115518,1545.518611039935
core,292.80207618328075,14.976081001202106,5971.523143973772,7237.192309186535,1583.6402461990017
core,248.18609640849672,9.135049632263353,6665.8347499707625,6249.783881264343,1170.653004603249
core,161.749019835886,7.713557711294453,6969.263021771247,4968.364127988957,1052.044085110949
core,277.6069642030802,29.880474628454774,6551.894180391151,6960.694683180164,2135.5527756263778
core,189.5759566499765,4.720986428711363,5042.037003951865,6232.777424300683,967.638994827798
core,154.45654646364682,6.481392052909452,5636.022838311536,5379.457509735984,1072.3776992799815
core,249.48140529755256,2.405001298337932,6262.908476801718,6351.910055564378,619.6830611393699
core,180.40965945213935,3.0809936195272734,5982.373120611281,5553.697365398968,717.6433274933396
core,115.53593750260347,28.55708899961876,5583.160579955957,5245.327288764727,2261.605793635867
core,137.07742238452875,21.641074934799146,6643.151863037459,4997.792614352377,1804.8965887854015
core,271.31744539047054,27.55796223965738,5283.675383692584,7635.730205742587,2283.786421517938
core,284.9749616709721,5.652576900364929,5646.015801148633,7197.8136592393985,1000.5808692740264
core,142.66926593458004,3.940761807075491,5855.942326264198,5025.975421769369,820.3358612904974
core,265.0338123067751,28.641491692215116,5972.0696689326305,7125.547775862744,2189.9559724263427
core,115.09229919566171,5.3222976170427,6199.997814444003,4439.353685359256,926.5178908846007
core,213.53457111752414,8.955719344851422,5120.271994893387,6635.951336482347,1322.5244863094288
core,294.81870986025467,23.116432463026484,6374.94224391372,7147.121401279355,1904.2426066673252
core,199.1482434536976,7.647776124433868,5695.617758722308,6062.631438334553,1158.7697928936516
core,172.55381957181896,27.312318864821478,5295.79468181592,6281.692253976562,2270.9821333087352
core,272.8189297166495,6.781622177875633,5527.566942762524,7140.860682426739,1107.642955469062
core,258.7349120817153,26.42048180329474,6113.386392044163,6934.335293961951,2078.880107718996
core,212.7618329282938,3.46943199382004,5639.0751466740385,6208.884557060083,784.3777187915219
core,278.13733714252885,16.276325523231705,5286.702280839863,7530.983725972696,1754.6308326241417
core,284.46254690945193,4.100089332505784,5867.321514386024,7029.527502621834,835.9430974091223
core,283.5965501557081,8.850866716951117,5969.80901490596,7034.339748231026,1217.6225477274163
core,241.05222819068914,16.347382987219262,6652.002659824961,6286.034231444971,1567.6456857948958
core,250.53948249473075,22.183949223227373,5923.24427120924,6876.868978986508,1935.261289933107
core,168.7007961222905,22.808193637071994,5516.266182291174,6007.943029474951,2033.4000900459678
core,220.8391861800668,21.59163895433739,6974.903656380603,5982.429304877862,1759.4369088395138
core,192.02473217396658,16.74465730162439,5928.540221764301,6012.966894948409,1680.5995638258764
core,227.77818708487897,2.6144410678893406,6158.175465865501,6128.131680970624,651.5734789030078
core,219.21055195007318,16.785076960100128,5922.0043486738905,6387.1292445103545,1683.5549943039177
core,256.5135092411239,18.60286886926057,5197.893946591428,7356.72529801107,1891.8045046049772
core,145.21265381296587,27.012778463177245,6409.742839451679,5317.3392925684775,2052.8836011841245
core,256.16903438207214,19.820292133907433,5249.2569923508745,7337.264193776282,1943.1490202431999
core,122.24925834305758,22.338084894883213,6887.6076383117925,4698.240711559955,1800.8965623275901
core,205.52672776402773,23.567036697276738,5750.424560652659,6419.155424637336,2024.4289249524493
core,226.24855860817001,7.887473782185092,6129.226164173679,6215.214226799626,1134.3997991049941
core,238.52936803067527,6.064671660259988,6429.756311455348,6193.1701667372845,971.1948927786125
core,243.76600014040469,3.0583899091891253,6075.165445257573,6387.192738581297,709.5244590647138
core,203.85651308525485,25.401778110597967,6651.4724263634,5978.3182892128225,1954.2186853832525
core,199.7610654667846,23.18218208593354,5826.891036009448,6291.840627407616,1994.613288017604
core,225.11657195628976,5.20201322528567,6928.197093454988,5787.394572217597,866.5140501266397
core,287.43147882974046,5.0122630856714085,5946.216241408505,7032.955440939579,918.1139364136411
core,104.23882831719202,12.597872672436562,6302.714924020886,4382.212513938899,1413.7895759373628
core,294.9380182854344,29.678399151957425,6192.048785261534,7349.991888351982,2189.2887785969783
core,189.79270283617876,15.940313390465779,6395.5855496389195,5744.455553154222,1578.7314892101838
core,134.70496694557445,9.749998869607046,5965.668156301454,4975.858271692239,1278.4175876730721
core,142.58654637648462,20.67208328940028,6725.498660137964,5029.824927276737,1753.1936048765112
core,213.60858636324735,8.920895771596385,6244.867040492611,6009.17253564765,1195.205641826127
core,116.12628056177724,22.477245931114396,5507.726799092493,5150.304202196076,2020.1580750656233
core,168.01910348356682,20.755712260205808,5777.316095485898,5820.027135101224,1895.421295725253
core,197.14591589676036,5.910861162706596,5107.849438385723,6335.5825327497705,1075.737567657415
core,289.9458748716162,2.82694634879026,6328.154458099842,6812.784141390765,668.3750778562899
core,190.1529091169365,14.715261078173235,5813.68879287829,6006.882968651704,1590.955732333508
core,139.73868902628942,23.18542217351545,6322.8040730432795,5195.191655928828,1914.9288486497774
core,193.17685738508132,13.646985269665034,5687.499776723659,6096.265778904884,1549.0222825125616
core,111.67500362307395,9.771916997419725,5766.640911260132,4650.280305736078,1301.752529789632
core,240.45380707961576,2.728565884030527,5837.495876895093,6466.412213033292,683.6816584237517
core,102.09422760168918,28.03339369412776,6600.1581871117105,4596.915024648985,2060.917779262954
core,117.7673779054158,20.82752892197011,6590.595876419385,4699.211472521182,1777.6920571490277
core,261.2950835469735,25.03731065732851,6472.912282153415,6747.2082875787155,1966.7265387964542
core,116.33640850544624,25.535150270690984,5620.837267024643,5172.48528797562,2131.418362790272
core,103.05110186513325,29.895179553964486,6963.484328918053,4530.227857555241,2071.988219290135
core,147.84007857084495,4.773631335755056,6246.523222920678,4968.553107353302,874.1888409363631
core,288.3646151589284,22.90649631012357,6061.5595399975045,7253.365678214518,1943.9591988924992
core,150.88051897092166,28.200920368961857,5427.101547012109,5893.193136301725,2279.542361384717
core,153.272414329372,24.484591532413788,6870.833465230222,5201.835746360696,1887.7380098410674
core,139.3060233342893,19.446232344348612,6916.164655336961,4887.845658889224,1676.8147020672054
core,161.07028696631215,7.475319810093996,6044.5116410150185,5319.427676262512,1112.0755168829517
core,151.42113775567594,21.007676928863827,6408.040795346087,5291.594507624827,1810.6161133087815
core,248.17252973213607,10.2205546361017,6829.681684198805,6191.338324636238,1223.3113375215644
core,167.64331442968967,0.33844064348639513,5427.37586967606,5565.214279304165,249.71596357075515
core,112.35947046570378,20.54875223668556,6174.258765312541,4757.684345453701,1824.3170388248748
core,188.7603767819437,11.236873209411314,6868.231560125956,5446.5155766396865,1279.087562113879
core,270.099178368551,24.0892635946245,6891.3669686366475,6622.281172495758,1869.6446601100793
core,233.85890105999738,4.9283646853954455,5231.736846310288,6779.090495335015,970.5735972741227
core,180.72718808243786,20.44024081821979,6666.851316628398,5585.361431251622,1750.9857805153952
core,293.90091218188763,25.593538293230154,6744.936707210067,6973.727122576976,1947.9429174314052
core,253.26467479852255,9.326439496004362,5751.493481258745,6796.814261145551,1273.408142785156
core,193.05653467811862,17.62879895555497,6341.249763961197,5843.907001830341,1667.3390929787968
core,229.91538178623912,3.9402210576653385,6162.282196424641,6177.592457577279,799.6307792310944
core,239.50036274142525,24.68617563184249,6990.321093996315,6242.623692280078,1879.2231103746437
core,131.95803064464934,24.910938106969848,6806.698569030796,4926.072084925443,1913.0520309755839
core,199.99472024886126,25.89516219893717,5263.167065696513,6675.25482367754,2218.1235864259406
core,276.5174234387567,15.6373750083956,5439.867366144989,7393.539846319244,1695.4608667674136
core,143.40524980136126,9.652491941245199,6933.119532745925,4747.672378168705,1179.9276542775663
core,161.24846832212205,22.735300291596232,6731.489269268186,5334.56893313364,1837.7852793094858
core,203.5317146533888,4.929415105033637,5499.003635641204,6181.237547683504,946.7944257678556
core,297.7690916193294,22.744067543772253,5698.119895274416,7588.111319641602,1997.8748353502656
core,245.8949236635015,5.4626177384405885,6796.047837176891,6103.586782431856,896.5452041070669
core,171.85572214942118,22.77740284987229,5047.308948259229,6329.772685372058,2124.3308546270578
core,233.939486467851,11.490889724205495,5794.42431550009,6558.759920588911,1408.2238037410132
core,122.72907652700019,27.336742256742443,5142.119870026055,5563.787237178653,2305.6972459017497
core,210.8949345279442,25.58291291138293,6010.885149084395,6384.379415528632,2063.031129842746
core,226.43798137411156,11.375273120398973,5323.704254277828,6736.681409074914,1461.7528719985455
core,169.16429291899146,20.224362111656433,5825.800170811945,5802.222020613219,1863.2006384042957
core,197.73798163808914,12.386310622859126,5007.954678584635,6540.836965534733,1572.681537997425
core,116.31772332834004,0.2448366570550431,6130.170745493329,4362.096179566977,199.84897950153464
core,138.06882971839065,0.9281793105148706,5110.543592174095,5220.97951678455,426.169527712191
core,147.7668975273387,16.594901220513417,5799.11304233016,5412.619628368996,1691.6345575717594
core,177.25979804639064,1.0022651707970798,5901.052887300386,5501.375572713241,412.122727936573
core,180.98921443101435,17.365422996822335,6635.377181439673,5546.698474854102,1617.7442907605225
core,226.11733711489086,27.869110390312837,6707.74635630224,6264.947615953755,2038.3240884337274
core,230.12154009902304,20.28607171949903,5691.687298190362,6721.857925593207,1887.8977215713774
core,160.95770544755192,13.154688188549738,5185.276356729716,5867.18603942847,1592.7746143604143
core,269.1090630347536,6.5593357726969135,5651.165810514037,7011.9685776840115,1077.3601472376592
core,198.73279578314566,11.763291876752538,6357.868270628607,5807.296929100306,1360.2184891067468
core,183.82270464668625,5.905630178079218,5756.211212146452,5770.841678026964,1012.8957829658942
core,258.12170346326974,8.82414537184405,5731.740981839097,6861.955389187861,1240.7750414363554
core,193.4196904290483,25.57626592636877,6297.488975784438,6010.732449955437,2015.2775246375497
core,224.82170232592853,4.143800076638245,6691.61852818899,5867.126810656256,786.9258458706405
core,109.07679741663183,14.935302065039744,5534.681207187776,4827.61484431254,1642.7092393548837
core,277.4436643503335,14.571336365923193,6589.987692241564,6711.8524395246195,1486.987747581688
core,172.75578948474634,14.11488484684294,6405.8621581822445,5468.665291994148,1484.3963407415986
core,225.8350350410297,13.433893650298142,6444.875576862704,6149.818176871329,1443.7556082206022
core,246.1376100920968,11.438519434786723,5059.157544479318,7187.941374214181,1503.646699438
core,160.15207655102375,8.159284363898223,5820.373951079047,5420.784327379618,1183.9969685268995
core,112.08453716129567,11.273373873642889,6364.300445184389,4469.143131556568,1330.918979582116
core,136.56739868421303,26.51569752071495,6651.7277796834,5083.912494355056,1996.5688648965029
core,281.02217573555595,26.40529497817379,6672.429862898211,6884.287524762304,1989.3147511133745
core,190.42698583704157,27.811699974615138,5961.745918459753,6177.500656304248,2159.8671356232503
core,158.31331595523275,25.282693950876705,6690.471703844623,5357.336254417148,1943.942007055285
core,195.63877851692575,0.6607691512799607,5169.847665399475,6165.4430143156615,357.5081991693596
core,299.43827110191387,4.881350267645244,6137.148891472205,7060.567085456042,891.8394028093487
core,267.82170568703725,29.374286902515685,6077.962096571808,7106.91787420042,2198.3896588733173
core,133.10014241678158,16.87751303420772,6858.310843797264,4763.2249106822355,1568.7207585261015
core,181.224069738112,20.040339558422346,6835.628839663612,5515.495134274444,1712.2347277343717
core,243.97678708179566,27.57513698577729,6644.0373325901355,6500.382739026541,2037.242873421718
core,239.95705617885645,14.098477216338924,5500.619481382381,6858.649280402339,1600.959339764863
core,284.33303903247975,2.077952709340962,6123.903612775986,6847.07646799083,582.5103637324332
core,172.97110675944316,2.915635640725507,6841.038795859327,5084.544942981979,652.8382599080309
core,134.17040175716537,7.40425276246372,6936.188763561207,4557.065106011738,1033.189933649418
core,259.5126230183299,23.7536893187144,6267.74894694917,6815.976952209707,1946.748011050914
core,238.28815523194186,27.032092931485558,5252.856263766012,7226.693601407578,2268.517204473273
core,159.44422528523995,11.374003579773337,5808.517599724826,5482.78679836972,1399.342503331361
core,287.2561737575073,27.23064823505623,6061.806724587558,7305.986360606294,2119.473287769085
core,156.51440875179023,10.983370608278536,6538.459231925874,5116.371097443378,1296.0749264682338
core,250.33617437564249,23.90136556742172,6992.170189387238,6352.959644457913,1848.8656847942243
core,154.41687901543196,28.304289035335977,5586.871184717687,5864.656336320541,2250.8253419808007
core,128.1361163975547,10.141655227253434,5999.616890089899,4859.13862501593,1300.1476089301684
core,210.23082099778395,25.664658219529162,5412.939093340629,6720.1470300378705,2177.4649464724093
core,183.76508593404242,29.812173616731627,5906.343234004735,6151.678877654538,2246.6606573166036
core,255.2404378542867,25.210378864619056,5710.076359542512,7112.4371662992435,2101.206464047134
core,202.01722717270036,23.01512963386629,6274.489300487279,6089.936930659628,1915.2149413594734
core,153.784142464482,0.5241929634793541,6934.746751470117,4719.816756640146,274.9351647683791
core,128.05484366304808,7.316632803913014,5519.666252455398,4996.714260870279,1151.3284077173114
core,295.3479139699941,11.70981315091619,5377.73008603476,7604.198768136531,1475.6232258202967
core,248.28867771840174,24.750707522552442,6609.983143315013,6523.44008657827,1935.0564241952136
core,244.52303751623265,23.379762631431824,6812.974044906377,6361.315096861782,1852.4721245686349
core,245.87301364504017,14.751305139765766,6046.563622290112,6626.921461749377,1561.9276386930255
core,230.48717109363562,15.18806495145576,6779.408990340847,6081.547395948491,1496.7708114247666
core,193.2077932493768,10.56909982179325,5861.216054284308,5947.106401199475,1342.8426752991236
core,136.31987799700653,16.94117891715499,6029.03377724606,5133.9210012245785,1676.285375377984
core,202.2004912350194,19.37157849142924,6480.775657763307,5931.735774562748,1728.8965646135255
core,295.06527233691713,9.471944739818609,5991.048565709912,7166.522507525213,1257.3846602040492
core,152.7114420949271,15.019132865893223,6066.25139756168,5336.204006403629,1573.4836243087223
core,119.18607978654165,10.697984646147162,6362.1672133103575,4579.908968715782,1296.7266770484348
core,133.6534084483279,12.839389341357526,5607.2546833863535,5185.445362292953,1513.202475585846
core,101.96097093180809,16.712711896877646,6169.143606029819,4487.725638829263,1645.928720007981
core,228.21310812892492,13.932699016187481,5863.444762689029,6487.649746007897,1541.4917635140644
core,246.87301871551463,27.281623440367845,5905.1770803194695,6925.758749430542,2149.4069181051673
core,225.2992434935909,23.123423396631843,6097.832402101348,6481.012892001403,1947.3244816764006
core,101.85263622250457,17.08835079390916,6148.426583240579,4502.375150598804,1667.124675205515
core,275.9579295075435,25.91299385518225,5056.23018115343,7836.522589438955,2263.8381675069163
core,284.05213254016434,11.49026495709603,5952.096877020764,7092.036239567452,1389.4087387014886
core,127.48282094520651,26.75331203284021,5567.880370575547,5413.196431268385,2192.0165542506
