relative_time,distance_angle,instantaneous_amplitude,instantaneous_frequency,rms_amplitude,rms_frequency,phase_shift,wave_type,P_wave_arrival_time,S_wave_arrival_time,depth_of_source,shadow_zone,core_radius,density,bulk_modulus,shear_modulus
46020,150.322285,7.215553358,0.38075588,2.458736069,1.839250662,160.4570991,P,47502.12599,48560.78742,569.4630999,0,1690.869607,6797.828923,215.4450312,0
46035,25.28988202,4.046215268,1.605075121,4.498964541,0.220607,356.569219,S,46284.34953,46462.45634,254.3347469,0,1684.804301,6762.246265,280.2462856,0
46050,135.527572,1.788894487,1.459691867,3.064605785,1.182156675,166.5485211,P,47386.25522,48340.72323,128.5572864,0,1895.525069,2646.390401,14.89045416,15.50768739
46065,63.78770779,3.560508166,2.159660077,4.606366634,2.325737803,181.4377526,P,46693.92485,47143.15688,257.9648698,0,1716.942855,6037.953462,235.8734823,10.23952374
46080,26.65070496,3.060194535,4.964505805,0.115576024,0.871741717,305.9625728,S,46342.76678,46530.45733,55.14756749,0,1812.862962,3671.97631,50.32190536,45.55929824
46095,71.61333822,2.135964642,3.586566391,1.235202609,2.43416003,271.299488,S,46801.08287,47305.42777,202.7425282,0,1869.421662,3821.362453,57.21383031,55.00983287
46110,137.0822714,6.928686252,3.002601275,0.493747879,1.683999178,344.9158713,S,47461.58402,48427.00117,303.2342865,1,1872.831982,3151.279896,31.86477674,21.19744744
46125,53.28194853,9.253557423,2.635919369,4.28411981,1.12640956,147.13538,P,46650.34167,47025.58573,460.2142667,0,1903.723448,4661.623554,46.81250251,3.227883116
46140,77.61806553,7.325659613,1.80763251,0.150690638,1.497582986,287.6908277,S,46905.28741,47451.92128,698.961766,1,1869.213052,6076.554221,244.428545,10.55039962
46155,20.98863605,4.757103715,2.425068365,2.097016602,0.900179345,201.3669682,S,46361.94073,46509.75553,365.8787836,0,1681.199628,3679.806533,51.88712818,84.97157302
46170,26.40256971,3.178468565,0.729654354,4.265485676,0.133057866,81.96083826,P,46430.32025,46616.26329,204.4207348,0,1876.856469,4221.381306,68.43551057,66.27909172
46185,155.2053104,4.919805114,1.720927635,1.487071194,0.344145254,80.97403899,P,47715.27094,48808.32162,607.3858235,1,1753.25196,3123.70099,22.94422967,12.90166535
46200,68.15986565,6.840250777,0.67274624,1.803754623,0.309253665,230.4230925,P,46872.03282,47352.05626,315.8777585,0,1915.465566,6334.856633,242.4594261,9.950262681
46215,148.9105221,8.328024683,0.59570995,4.743798937,0.505450247,330.3114448,S,47683.2065,48731.92542,655.511145,0,1750.394657,6620.366488,263.5392267,0
46230,87.29808862,3.47834915,3.602698962,4.448222724,0.228304674,230.3481717,S,47090.72911,47705.53561,492.6222119,0,1859.971303,6781.632336,124.4805276,0
46245,104.6936887,9.191147002,4.65488332,0.114132453,0.821741287,73.24977168,P,47277.24374,48014.5607,239.1003205,1,1742.221429,6473.768194,180.3332187,10.39525267
46260,58.6566906,3.528299297,2.172572712,1.991957185,0.941343238,80.30929148,S,46838.33478,47251.43105,9.599657754,0,1887.900901,3530.751555,38.59368285,19.95371191
46275,83.39923767,9.460944094,1.714571024,4.864002799,0.822714698,307.3614212,P,47097.28778,47684.63619,33.70275321,0,1805.494334,3322.007655,27.76724875,23.28254265
46290,139.6916037,6.405570395,2.086205065,2.164153162,2.329778139,184.6411692,S,47667.31114,48651.1048,560.8069571,1,1803.121625,2792.341854,17.63458176,12.08174214
46305,89.20531725,0.241074278,2.931693341,0.896468572,2.45557282,74.77039942,P,47184.53373,47812.7721,634.8960275,1,1690.892661,2698.315263,17.14126182,18.44886731
46320,92.64631652,2.862750635,4.955896295,0.39402345,0.991533603,272.6826619,P,47233.4608,47885.93279,418.2593126,0,1879.203584,4251.260868,74.42588905,55.81748367
46335,17.42201732,3.883701792,4.890344581,1.95874305,0.351390515,199.5691277,P,46506.77509,46629.47159,420.641913,0,1736.559838,3315.862023,29.74369123,16.45289855
46350,120.0301376,9.114441762,4.527726955,0.887679965,2.086524739,106.0905993,S,47533.45585,48378.78145,600.1453985,1,1763.362917,5606.403714,188.1117363,21.7902373
46365,24.96611289,7.036643059,0.086151786,2.531671387,0.210497709,348.6931288,S,46611.15728,46786.98391,658.5540675,0,1890.093629,3791.56818,60.1780598,70.03284374
46380,39.98357091,7.290495013,4.829074816,3.749447279,1.58314013,10.61842166,S,46774.22425,47055.813,231.7749008,0,1719.771636,6421.099317,161.1820092,10.11721003
46395,135.4417041,4.725692954,1.049845081,4.7614102,1.397040405,337.8324108,S,47730.40859,48684.27186,338.4146003,0,1743.808351,6183.339741,161.277375,8.654046269
46410,23.19662649,5.21618154,0.33861074,2.270820614,1.118394017,327.3730737,P,46638.71075,46802.07558,53.94607823,0,1753.898435,2563.700384,11.37919599,10.84925386
46425,81.10706124,8.926892248,2.261087055,2.549258435,1.691814099,26.47777667,P,47224.68771,47795.89322,661.9682254,0,1836.250866,4124.678656,60.47742167,76.53571093
46440,102.2949034,0.789550261,1.436335716,1.788319285,0.909479562,342.9518966,P,47448.59254,48169.01578,331.3090318,0,1738.222072,3564.546832,45.17497114,36.21914015
46455,130.2334075,1.469534001,3.939246642,2.887448538,2.24109592,172.4892781,P,47739.05658,48656.23984,376.9891066,0,1795.425639,6755.703959,249.8238853,0
46470,27.4345277,1.139831656,1.576464737,4.042664462,0.705794685,46.57688128,P,46740.495,46933.70572,395.6491965,0,1698.32011,6505.79634,241.7259839,9.69252073
46485,111.5461418,9.478878299,0.287305937,4.698924547,0.450126118,91.2569048,S,47584.80657,48370.38269,475.3246558,0,1683.839507,5498.545377,131.5275646,22.79499349
46500,102.1781104,5.380365084,1.737101483,1.479198162,1.118002751,96.86026714,P,47507.441,48227.04172,430.6744942,0,1917.290069,4208.332365,61.56852452,67.51009221
46515,71.16472513,5.803068164,3.209895969,0.659055773,0.205893982,136.9596179,P,47216.6597,47717.8452,243.1433509,0,1911.283185,4134.619781,59.17656763,31.87120637
46530,0.428280954,5.990919872,3.981140925,4.763225294,1.021821121,249.150875,P,46534.2227,46537.23892,357.1792033,0,1781.395499,2623.891611,14.00835261,14.23072707
46545,142.0006213,1.568212841,4.178062134,1.525046879,1.647769785,129.7859608,P,47945.07725,48945.13244,142.9579332,0,1920.558244,6397.53677,164.1766303,10.34045327
46560,47.92275713,1.503778665,3.430494777,2.12880324,1.352728894,232.7577177,P,47032.50189,47370.00324,191.810245,0,1819.251728,3028.717061,22.16665185,11.15541697
46575,103.9810914,7.729731777,1.085802011,4.422296877,1.450395321,115.3578275,S,47600.21777,48332.51618,41.87326853,0,1685.074848,3826.616708,47.54085063,20.75787758
46590,67.07101374,4.889262732,0.03936619,1.127722876,0.197871579,114.3744707,P,47251.29711,47723.65219,156.4715797,0,1727.273881,2866.783417,26.03919397,23.26532213
46605,80.4150304,4.859723764,4.395510025,0.604792852,0.268284584,345.4703987,P,47397.86452,47964.19633,643.8217239,1,1811.870606,6078.702001,253.2405493,9.954944619
46620,58.64193534,4.860304551,2.531738561,1.862861498,1.284450782,349.9586431,P,47198.1893,47611.18166,670.8885063,1,1718.191665,4354.420669,69.05176758,45.37709487
46635,100.6032768,1.983114215,2.897632911,0.424696531,0.231971231,235.1228462,P,47626.91368,48335.42346,48.0484922,0,1821.170008,5928.731307,251.3546292,10.686556
46650,99.22720776,6.979030415,4.042491833,0.547402536,1.80147503,335.4978285,S,47628.34612,48327.16477,463.9380729,0,1743.048704,4309.884281,67.5151692,58.84944344
46665,52.43955238,1.317690944,1.192341549,1.219969606,1.965183429,99.17532133,P,47182.03594,47551.34732,314.0325586,0,1816.111072,5699.312614,166.8047031,24.11254983
46680,51.12415221,8.402154727,3.562492507,3.371538268,1.840507326,99.01957921,S,47184.06655,47544.11408,360.1205307,0,1703.103913,6545.166041,144.8072875,7.463183194
46695,1.951579418,0.306338304,2.494926878,2.670520302,0.979842998,100.5067475,S,46714.2419,46727.98612,191.4085425,0,1749.581831,3871.372085,47.90864326,22.76915868
46710,107.0438672,7.247838089,3.459549367,0.820479831,1.849197406,164.754082,P,47765.41569,48519.28404,20.43662417,1,1687.395808,3699.266762,57.31341309,39.71181124
46725,87.38651078,5.312628554,2.433187614,4.69869624,2.170282337,359.0312603,P,47586.60092,48202.03015,501.8790219,0,1923.262444,3195.594278,26.98518391,16.98877701
46740,92.02470377,3.725899499,1.424681594,0.58670904,1.257152191,330.9791302,S,47647.33191,48295.42613,584.7494578,1,1761.743659,4333.807295,69.31038986,49.73212498
46755,58.41160697,9.395897318,2.562184106,4.565389142,0.781800405,54.7154371,S,47330.91834,47742.28859,556.2841381,0,1780.877849,2672.047205,15.9635463,21.79473083
46770,146.0742257,7.090850555,3.398259395,1.016730749,1.516856812,21.22491548,P,48210.24159,49238.98559,630.5853289,1,1707.42886,2648.785717,15.67218199,13.42061025
46785,137.0045016,4.483651417,3.605505935,4.599864602,1.281788945,38.06846738,P,48135.81723,49100.68669,590.6675394,1,1887.279638,5723.042789,217.431571,16.05819163
46800,169.5856924,5.279189197,2.370203956,4.843952876,1.929478827,314.6756275,S,48472.05656,49666.38268,311.0222786,0,1790.69197,6249.505728,231.908992,10.39649238
46815,169.6396403,7.314263877,4.961888223,2.127384437,0.061447733,313.6542694,S,48487.58847,49682.29452,370.2893229,0,1889.121747,4088.711931,70.01616249,55.16752361
46830,134.9249634,2.505737588,1.41487506,3.169329871,1.265654889,140.4665816,P,48160.3137,49110.53777,307.4696347,0,1910.893108,6541.340912,241.6468984,9.642989938
46845,15.38529752,1.715826232,1.478978687,2.954731096,0.994955293,176.9246602,S,46996.69374,47105.04641,615.5576387,0,1886.871951,3896.403185,73.3561908,70.29241475
46860,127.8835784,4.261056823,1.477340163,0.944679847,1.480524189,240.0662721,P,48120.88807,49021.52241,128.3391155,1,1775.94976,4507.750085,74.08743809,46.98494614
46875,120.3479942,2.871589524,0.809400837,3.699728598,0.221676136,29.62535607,S,48061.5898,48909.15395,23.16120972,0,1898.561258,3090.076962,27.65616759,20.55366917
46890,99.61914045,4.022007265,0.256630364,4.817963331,0.094521611,130.9230272,S,47872.21044,48573.78932,594.4629837,0,1884.156525,2683.362642,18.13143114,17.95322549
46905,125.0834737,1.361573055,3.634297335,1.973257745,2.078060796,81.03018517,S,48138.28,49019.19429,435.0258708,1,1830.243904,2611.113548,14.42837374,12.38125881
46920,117.7442851,0.164247617,4.526394821,1.937923885,0.658890766,333.9222692,S,48080.91813,48910.14536,105.889205,1,1824.838437,6208.283272,191.6863813,10.54669055
46935,141.569571,9.097613501,3.863140184,4.607222334,1.446800226,183.9179504,S,48330.82725,49327.84671,510.807188,1,1769.913555,3782.20584,50.36110679,37.51912196
46950,170.6890732,8.512999956,4.158329307,1.411057579,2.11684685,143.6636339,S,48632.93552,49835.03231,237.5276266,0,1923.024662,5903.995365,235.5970286,14.11203393
46965,26.12043305,9.452411655,2.872794701,4.734737463,1.563865581,77.97904873,S,47222.53848,47406.49454,624.087728,0,1740.847261,4193.854297,66.59938181,63.22039871
46980,170.2245711,6.701085837,0.29730875,2.205712174,1.039705449,353.8726874,S,48658.35569,49857.18118,319.2009498,0,1863.727648,6346.841608,275.9293498,8.836193319
46995,139.6194034,2.379679316,4.904764757,0.654478257,0.192760814,33.81447501,P,48371.59927,49354.88445,562.3864179,1,1883.619538,2794.77269,16.98952209,9.610530823
47010,49.80520585,2.345310553,4.734611077,4.841296336,1.100001333,311.8086853,S,47501.06219,47851.82089,621.9646308,0,1850.008459,4094.058448,66.55630474,68.01050916
47025,20.71884764,6.602355219,1.090998369,3.230854792,2.072027032,346.2467592,P,47229.28071,47375.1955,597.9348369,0,1896.142137,4292.648135,66.89392181,62.05838759
47040,114.7680355,9.63922191,1.31374013,4.857528604,0.144011903,125.3826324,S,48171.57333,48979.84,594.5133741,1,1759.98566,6195.950437,194.979526,10.46330001
47055,75.82947884,4.162244792,3.809883678,4.274320824,1.014460617,82.03609829,S,47802.65256,48336.69011,266.9279703,0,1788.335022,6418.449191,189.2243431,9.484090995
47070,120.281343,5.858386859,1.702700911,0.168784241,1.17700738,309.8880233,P,48255.93264,49103.02739,539.318063,1,1751.632107,5393.694682,104.4339027,13.59899056
47085,142.7906144,8.889773734,2.218418238,1.077969294,2.164817349,250.4355411,S,48492.86631,49498.48511,363.9189751,0,1852.723285,4473.03708,77.59829701,54.52877392
47100,55.23354972,0.837074228,4.082205638,4.17945242,1.27261928,265.1965864,P,47644.58379,48033.57221,420.6016538,0,1717.697745,3273.802367,26.94828863,16.11644533
47115,170.5779222,6.741174107,3.987386157,2.742030959,2.292105318,57.86849463,P,48796.83961,49998.15361,264.5072292,0,1901.552744,3550.375791,45.10227589,26.215119
47130,111.4412819,3.220348074,3.578678519,3.557927821,1.311170314,181.3221484,S,48228.77268,49013.61032,235.1528731,0,1857.124162,4637.264305,85.59888833,43.84412779
47145,49.47223845,2.110999132,0.499256082,4.045731537,2.223066318,319.0954547,P,47632.77924,47981.19299,277.9942561,0,1812.004248,4766.328211,70.79412053,16.31582631
47160,114.7154948,3.475151073,4.669100495,0.339457603,1.415249444,358.4278111,S,48291.0553,49098.95194,19.72714438,1,1888.10527,6618.292465,235.8122498,0
47175,139.4387018,0.125468948,0.754683879,3.112474558,0.424859695,45.26109435,S,48549.81761,49531.83019,412.8174805,0,1840.32966,5493.318613,110.941772,13.43412036
47190,46.62960172,0.363909051,4.976886285,1.531144779,1.665468678,226.3669572,P,47649.75182,47978.14599,416.9707739,0,1829.244359,3055.624081,24.89648829,14.74206341
47205,54.39256182,1.230709247,3.251689385,1.959994427,1.898966481,197.6417731,P,47741.29194,48124.35761,471.9422999,0,1921.938911,4144.109517,58.5428508,26.37511619
47220,58.41429586,0.469800504,2.637530322,0.396363866,0.739459999,287.598033,S,47795.94485,48207.33403,66.34003258,0,1826.572433,4222.110955,72.51218701,42.49263728
47235,107.1183226,4.062728634,1.98021668,4.078592395,1.545037714,305.4867181,S,48291.14979,49045.5425,490.767153,0,1782.036435,6940.2612,224.2267735,0
47250,158.0375672,9.980506945,0.076007687,2.263054355,0.930969665,68.69309909,S,48808.19602,49921.19318,689.4784573,0,1839.833226,4383.973156,74.63328548,59.46140089
47265,43.96800511,6.782000308,2.619106999,1.160107269,0.247936953,143.5983803,S,47698.5094,48008.15897,543.407263,1,1866.847942,6033.94515,193.9498415,13.79773191
47280,176.5181814,9.677646407,3.986002035,1.196816979,1.035334766,188.9467339,S,49020.40852,50263.55746,14.07524922,0,1822.09315,3595.15611,57.60422868,60.40837138
47295,20.52416082,4.600855447,0.38347718,2.947015072,1.8793756,225.6351403,S,47497.36116,47641.90485,561.332334,0,1872.060267,6084.179,197.3871064,10.59100637
47310,123.3433175,6.133856028,2.954493367,3.765928323,2.297365484,355.8136442,P,48526.12266,49394.7817,493.9240203,0,1770.156802,6785.985828,263.3040959,0
47325,38.51271792,2.324021387,4.236160219,1.286001608,1.386880442,176.054562,S,47704.72214,47975.95225,559.4107908,1,1687.365189,2682.468348,16.64670509,16.7825974
47340,10.91965349,9.089617847,3.038067841,2.71953455,1.26375994,15.0114765,S,47447.66403,47524.5669,362.4005154,0,1826.096405,2577.123102,12.41734755,8.365075527
47355,128.1630026,0.365569612,1.980115419,2.051747746,0.340243817,7.901980052,P,48618.6431,49521.24531,223.6922052,0,1756.70154,4118.137155,77.80099688,73.33394893
47370,151.4405988,7.522974067,4.717676565,0.828052485,1.590484863,210.4882984,P,48863.15218,49929.68946,334.765832,0,1925.345588,3391.100756,46.24965113,40.91094264
47385,115.0322974,2.833468922,2.488756851,4.264664753,1.542659329,57.25305026,P,48519.17886,49329.30662,21.89005504,0,1705.859857,2651.697342,15.21532094,17.90547146
47400,62.09911851,1.995598351,3.611768288,2.597230595,2.121559754,107.349904,S,48012.27594,48449.61589,393.4039289,0,1748.223392,6323.372932,160.2704518,9.184131141
47415,102.1382769,7.565996519,3.071514125,3.373317852,1.179267796,53.48114117,S,48422.04826,49141.36844,289.1497105,0,1669.967548,4543.242357,74.41607249,46.50786714
47430,14.36759283,3.022492949,3.540053545,1.043432723,2.096433217,133.9587187,P,47571.65952,47672.84489,681.6976345,1,1899.73768,3564.783656,59.03010991,74.03690883
47445,57.67305527,1.579388377,0.467457067,0.888285294,1.801472613,139.9808135,S,48013.63648,48419.80539,442.8395114,0,1821.721444,6689.690312,168.1441969,0
47460,1.048311045,8.831767699,2.150910639,3.448086294,1.935863663,41.36751207,P,47470.33599,47477.71883,605.6068628,0,1805.84001,4672.295803,76.99175287,37.93091799
47475,152.8152459,1.903928584,3.548713349,0.200048091,1.113431983,345.906254,P,48981.70573,50057.92411,376.2286517,0,1912.523996,4071.211336,70.37294604,72.67153409
47490,100.578303,0.939712249,3.36650971,1.183968464,0.651051348,273.3738982,S,48481.66745,49190.00135,666.1940754,1,1829.290695,4512.236203,69.61351503,29.8284893
47505,55.8040954,4.448098457,2.326995482,0.061637654,0.066294691,234.8126843,P,48055.20917,48448.21573,493.3046124,0,1760.815244,2945.419058,22.95147111,14.942843
47520,156.0605331,5.996408748,0.756577069,2.999121355,1.538393937,14.66250747,P,49058.70314,50157.77682,487.9992237,0,1921.064782,6602.206379,135.3577512,0
47535,12.74609448,8.039914635,0.553867883,3.535171098,0.064319573,90.78924743,P,47660.6721,47750.43789,137.7072693,0,1726.04461,4340.813192,76.92035813,56.60584084
47550,54.29854175,6.252611859,4.989268648,4.786188993,0.620024181,28.36325891,P,48085.36493,48467.76846,319.3530297,0,1811.720144,3030.44272,20.76315059,7.528971703
47565,66.72387177,4.280714024,2.050055714,3.534038002,0.488933727,249.4166658,S,48222.87441,48692.78471,572.3259583,0,1736.199678,6685.136472,215.7809027,0
47580,108.9491157,2.471660683,1.579808883,4.445121117,0.518749437,302.6956487,P,48654.20078,49421.48706,510.1409157,1,1884.838209,6041.798706,165.7086012,11.08473398
47595,18.13373877,4.466398239,0.216586034,0.663743232,0.854323129,92.47429945,S,47773.79242,47901.5013,25.59863189,0,1750.458966,6556.279889,245.7822106,8.792578143
47610,43.77586113,9.834406156,0.284856355,1.069711618,1.632872119,262.9201615,S,48041.61492,48349.9113,376.1991948,0,1664.244299,4166.592409,61.35151028,70.54067884
47625,103.9362354,7.86582513,0.03972503,4.124419474,0.887417401,274.830613,P,48649.77551,49381.75802,50.65703413,0,1923.277576,6551.705397,224.3424119,7.748987945
47640,74.84680387,5.875802957,1.713478555,4.893898751,1.011347388,314.9605073,S,48377.96373,48905.08067,570.4007945,0,1908.719221,6409.443965,171.1163678,9.73360955
47655,61.95168572,7.24843742,4.894470172,0.531495123,1.086905581,149.9985159,S,48265.8223,48702.12394,360.6719306,0,1895.65899,3075.057591,33.396186,37.24947771
47670,13.17965624,9.848082329,4.059951727,1.345341319,0.911668988,13.4566505,P,47799.94687,47892.76607,33.82947747,0,1745.060923,3354.710201,32.74729929,20.83177752
47685,102.0269679,3.272964355,2.978409421,2.344172729,0.461424123,33.99384257,P,48690.95079,49409.48707,244.9741216,0,1868.431959,6074.564951,214.1980688,10.86173411
47700,45.54066865,0.531627472,0.035728612,1.568998725,0.86527208,310.3279509,S,48149.01532,48469.74055,406.9696415,0,1770.233361,6686.728533,252.3768303,0
47715,149.2025281,3.857195254,1.365914771,1.885715951,1.044168767,232.497919,P,49186.08558,50236.86099,497.0464666,0,1704.321051,3931.887545,70.96500731,68.66753337
47730,118.7140268,3.14668977,1.755701953,0.419493841,1.836160343,223.9268505,S,48900.47945,49736.53619,193.1512544,0,1906.189084,3716.394554,62.52865061,80.29788949
47745,171.0284819,4.147432397,4.668216564,0.592734437,0.266122848,269.416349,P,49431.28197,50635.76909,124.0951935,0,1870.351533,5839.579947,239.4809816,13.41382905
47760,39.32159886,7.847407681,4.588639095,1.639622805,1.902155106,344.5546944,S,48147.69743,48424.62417,537.7583098,1,1830.626839,6222.135754,152.8981203,8.252668776
47775,92.69187691,6.133312506,4.581514925,4.311016747,2.094862297,186.6906849,P,48688.91,49341.70287,658.5510379,0,1662.73473,2836.865569,23.12726941,23.0749604
47790,166.0537544,5.265442315,3.040364752,1.156463795,1.098085479,46.06550524,S,49427.23287,50596.68492,511.4776636,1,1712.258921,3639.556317,50.20689348,30.20699482
47805,69.33072697,2.433958383,3.192215994,1.914970119,0.979481152,320.8211819,P,48488.57711,48976.84647,242.2371039,0,1813.645677,3480.006306,40.44535953,30.24301283
47820,95.55732623,7.237521569,1.52645816,1.681100784,0.033043424,70.8846176,P,48762.16235,49435.13546,9.943127749,0,1778.931021,4074.181563,55.09734199,24.71656883
47835,0.133345835,7.906765544,4.849431016,2.778512018,0.68083184,0.293884591,S,47836.31474,47837.25385,492.7520486,0,1764.50623,5358.75947,117.5610714,21.73983757
47850,172.2622101,7.425225286,2.041572239,4.632416555,0.34351685,276.8162557,S,49548.4461,50761.62189,541.4327216,0,1748.099206,5958.644931,252.9989721,10.43604648
47865,98.98611457,6.991957159,4.910645703,3.062083297,2.118480809,136.0744631,P,48840.96902,49538.08975,94.69149546,0,1683.372592,4048.418132,52.13700974,40.36313103
47880,79.75658737,7.136778331,1.027432512,4.658154728,2.357572749,85.07486195,S,48666.3725,49228.06715,116.6739736,0,1827.227735,4454.675818,52.93025432,27.12130574
47895,128.3601252,8.98819311,3.472569499,2.706695493,1.284008948,33.42037757,P,49160.58666,50064.57713,84.11882295,0,1900.365203,6070.852467,200.3216529,9.082449335
47910,103.4840466,3.145306058,4.464825186,3.727469102,1.717804969,100.4347096,P,48930.31708,49659.115,407.7670728,0,1922.010505,4208.036804,64.8844435,34.84101295
47925,7.928783247,3.172302136,4.252527458,0.336140021,1.821634824,325.8040478,S,48003.17507,48059.01441,649.5180583,1,1826.536961,3143.564062,20.21908116,7.252495964
47940,35.70068167,9.472505856,0.997521901,3.850688629,1.789765801,162.1716779,S,48291.99643,48543.42246,595.4779791,0,1871.754459,3019.530093,22.3869876,21.27158204
47955,170.5498089,1.381137969,3.817860564,1.63099669,0.064845936,345.6444777,P,49636.56242,50837.67843,373.2738604,0,1857.1937,6610.435422,221.0012213,0
47970,162.217699,6.14596333,1.813152564,3.175310686,1.590425213,225.2058575,P,49569.41068,50711.84688,624.2936091,0,1790.152564,6974.71579,211.217585,0
47985,82.67258764,9.971998603,4.020182981,4.134985525,0.66831654,75.66965602,S,48800.12326,49382.35416,110.9581386,0,1745.590034,3011.117062,22.58910309,10.72578223
48000,19.37486069,6.588120832,4.290023007,1.759666023,2.175247968,2.597590457,S,48191.02946,48327.47907,225.081017,0,1835.744565,4203.081462,83.69034516,62.79558471
48015,54.3669722,1.022226168,1.85130306,4.586416127,0.651325936,95.22672422,S,48551.03963,48933.92509,622.7401846,0,1741.021203,3820.907713,62.23120712,85.38322422
48030,141.6061025,1.657265518,1.115263839,0.720847708,0.716525646,221.3943584,P,49426.18743,50423.46417,74.87188233,1,1816.978328,4634.350669,72.30948283,42.76400868
48045,81.30124729,4.284901559,0.618947566,0.742749782,2.304985537,162.0254142,S,48846.60232,49419.1754,408.2332515,0,1916.592513,4056.277723,70.05995679,77.6956248
48060,5.936943198,4.259967219,4.101829574,3.668133736,2.075832384,110.1940242,P,48118.53622,48160.3478,172.667726,0,1897.05782,6637.183431,223.4888205,0
48075,75.62340735,3.66668109,0.655543769,2.032736097,0.891535932,60.52717535,S,48820.62077,49353.20703,417.6881064,0,1683.319898,6013.082078,193.1214482,12.71296774
48090,156.2467633,1.911033778,4.309916928,3.995957899,1.799490543,235.4520598,P,49630.53931,50730.92453,231.721199,0,1681.975146,4040.204779,68.97136425,61.54725374
48105,58.46463247,7.686327066,3.061553143,4.462468198,2.022971612,156.0791323,S,48681.44115,49093.18484,9.782209846,0,1894.310714,3206.471971,23.68750247,7.622810274
48120,110.1840808,8.923037831,4.881565511,2.469807888,0.022568032,254.2922397,P,49206.37711,49982.36077,182.8337023,0,1835.235947,4079.159568,69.78844163,73.2059898
48135,12.24466967,0.342601912,3.526575098,0.543141662,1.61509452,37.29319502,S,48255.72823,48341.96268,210.2166719,0,1907.208484,4045.574362,63.34934439,78.05393825
48150,61.81281594,7.083155875,2.695798417,0.837818554,1.156760352,337.8155534,P,48759.45309,49194.77673,204.2164303,0,1865.68361,3456.10743,36.27692936,18.91238256
48165,92.36658599,4.242515349,0.269598987,2.301334522,1.31640408,249.0100323,P,49075.70275,49726.20471,290.738525,0,1772.835773,6763.217165,118.584681,0
48180,141.9485027,9.656993488,0.300085986,4.060531036,1.126442713,323.3145049,P,49579.56338,50579.25151,526.4795007,1,1888.703224,2519.771831,10.83860118,6.550741581
48195,17.95082631,4.027690521,2.373785221,2.577830981,1.268858125,36.66849193,S,48371.98897,48498.40966,644.2422625,0,1731.310231,6648.122677,147.3865713,0
48210,168.0854321,8.376206711,0.099008259,2.459762942,0.788231731,41.3034702,S,49867.26451,51051.02488,459.080618,0,1881.751567,4871.369599,118.4986306,41.31123061
48225,139.0190999,3.055226948,4.86485262,0.226695273,0.282854906,71.23368611,S,49595.68048,50574.73796,490.9051857,1,1683.295621,2847.168099,22.23772145,16.007163
48240,58.40591102,0.249800599,1.019683542,4.864837838,0.357036225,225.0395765,S,48815.86218,49227.19231,346.1654661,0,1724.495301,3390.362591,45.93326798,71.23937451
48255,27.63359265,8.787248638,2.65295639,1.740921301,0.397331773,14.28536904,S,48527.45771,48722.07037,311.2144392,0,1708.765302,3248.845895,35.8367785,33.79978417
48270,4.578114486,2.700372815,4.112254313,0.547774121,0.728003867,84.77731794,P,48315.13863,48347.38051,685.3500746,1,1742.101026,5650.967995,114.1126764,11.4476013
48285,71.26470008,2.114026343,1.956999227,1.083328583,2.198211433,62.08669454,S,48987.64542,49489.535,72.48642325,0,1912.762675,2662.793103,14.3330606,10.53312949
48300,15.8710478,0.977736112,1.982893418,0.74931978,1.279751301,34.76342535,P,48456.48307,48568.25669,622.3250411,1,1806.057747,6861.648391,130.6287099,0
48315,56.54914423,4.472810762,0.047571767,1.515541891,1.443248551,103.7778126,P,48872.5551,49270.80874,353.1352818,0,1778.24396,4389.013518,66.42591559,31.17300149
48330,145.176272,4.955605266,0.996489772,2.517957919,1.806401305,109.5713736,P,49761.38808,50783.80813,167.6357866,0,1703.127626,4321.873279,54.71579236,61.67040689
48345,158.4575795,0.492252644,4.897743155,0.31179861,0.317677211,152.9628228,P,49907.3372,51023.29234,591.1684629,1,1877.68871,2837.493771,21.88656016,22.85459886
48360,31.45844246,9.681662575,4.170788407,2.252844737,0.612738984,73.70700398,S,48670.16942,48891.719,132.7707991,0,1816.031118,3103.68826,24.57752679,14.82861389
48375,166.4138947,1.315839275,3.594795758,4.223569604,0.204631528,139.2320797,P,50015.78373,51187.7721,3.785964397,0,1686.22215,4463.802674,69.72107808,30.20884266
48390,69.3035002,7.847581367,2.720362769,4.692964666,2.25003621,151.3952436,P,49073.30866,49561.38627,442.2837896,0,1878.71405,4129.703731,78.92804337,68.99299346
48405,161.2579139,8.31304173,0.525463192,1.889446733,1.642054212,128.9317142,P,49994.94753,51130.62434,587.9855833,1,1905.579478,3470.265061,42.90105925,23.50032151
48420,40.69386333,8.984463926,1.889577551,4.332911002,0.406286589,260.2403532,S,48821.22749,49107.81855,290.4370147,0,1687.489201,6426.761109,158.4811072,8.366600862
48435,123.5518644,2.413495669,3.718015026,3.466607346,0.74977037,115.1153515,P,49653.17886,50523.30662,79.05578809,0,1891.026249,3157.102879,25.57468101,15.14699107
48450,148.8396956,4.724419645,1.224440388,2.13970668,2.175815506,135.1853704,S,49917.50817,50965.7283,67.92452809,0,1808.28943,4836.664506,65.96647726,6.389384671
48465,56.24031456,6.377534149,2.554065211,1.045067365,2.171300572,121.0663203,S,49019.51015,49415.58882,60.12965364,0,1766.967929,2671.831451,15.14213151,15.45665339
